"chart_date","rank","artist","title","aus_flag","last_week","peak","weeks_in"
2024-02-05,20,"Justin Timberlake","Selfish",FALSE,"–",20,1
2024-01-29,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,11
2024-01-29,2,"Ariana Grande","Yes, And?",FALSE,"2",2,2
2024-01-29,3,"Dua Lipa","Houdini",FALSE,"3",2,11
2024-01-29,4,"Benson Boone","Beautiful Things",FALSE,"–",4,1
2024-01-29,5,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"4",3,15
2024-01-29,6,"21 Savage","Redrum",FALSE,"5",5,2
2024-01-29,7,"Fred again.. & Baby Keem","leavemealone",FALSE,"6",6,7
2024-01-29,8,"Flo Milli","Never Lose Me",FALSE,"11",8,3
2024-01-29,9,"Tate McRae","Exes",FALSE,"8",5,10
2024-01-29,10,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"7",1,13
2024-01-29,11,"Dom Dolla","Saving Up",TRUE,"14",11,8
2024-01-29,12,"Michael Marcagi","Scared To Start",FALSE,"17",12,2
2024-01-29,13,"Noah Kahan, Sam Fender","Homesick",FALSE,"–",13,1
2024-01-29,14,"Nicki Minaj","FTCU",FALSE,"12",8,6
2024-01-29,15,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"16",12,9
2024-01-29,16,"21 Savage, Travis Scott, Metro Boomin","Née-Nah",FALSE,"9",9,2
2024-01-29,17,"David Kushner","Skin and Bones",FALSE,"–",17,1
2024-01-29,18,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"13",9,10
2024-01-29,19,"G Flip","Cruel Summer",TRUE,"–",19,1
2024-01-29,20,"Chris Brown","Angel Numbers / Ten Toes",FALSE,"18",14,4
2024-01-22,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,10
2024-01-22,2,"Ariana Grande","Yes, And?",FALSE,"–",2,1
2024-01-22,3,"Dua Lipa","Houdini",FALSE,"2",2,10
2024-01-22,4,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"3",3,14
2024-01-22,5,"21 Savage","Redrum",FALSE,"–",5,1
2024-01-22,6,"Fred again.. & Baby Keem","leavemealone",FALSE,"6",6,6
2024-01-22,7,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"4",1,12
2024-01-22,8,"Tate McRae","Exes",FALSE,"5",5,9
2024-01-22,9,"21 Savage, Travis Scott, Metro Boomin","Née-Nah",FALSE,"–",9,1
2024-01-22,10,"21 Savage, Doja Cat","n.h.i.e.",FALSE,"–",10,1
2024-01-22,11,"Flo Milli Feat. Lil Yachty","Never Lose Me",FALSE,"13",11,2
2024-01-22,12,"Nicki Minaj","FTCU",FALSE,"8",8,5
2024-01-22,13,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"9",9,9
2024-01-22,14,"Dom Dolla","Saving Up",TRUE,"11",11,7
2024-01-22,15,"Troye Sivan","One Of Your Girls",TRUE,"10",10,14
2024-01-22,16,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"12",12,8
2024-01-22,17,"Michael Marcagi","Scared To Start",FALSE,"–",17,1
2024-01-22,18,"Chris Brown","Angel Numbers / Ten Toes",FALSE,"14",14,3
2024-01-22,19,"Lil Nas X","J Christ",FALSE,"–",19,1
2024-01-22,20,"Jung Kook","Standing Next to You",FALSE,"18",16,5
2024-01-15,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,9
2024-01-15,2,"Dua Lipa","Houdini",FALSE,"3",2,9
2024-01-15,3,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"4",3,13
2024-01-15,4,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"5",1,11
2024-01-15,5,"Tate McRae","Exes",FALSE,"8",5,8
2024-01-15,6,"Fred again.. & Baby Keem","leavemealone",FALSE,"6",6,5
2024-01-15,7,"Doja Cat","Agora Hills",FALSE,"7",7,16
2024-01-15,8,"Nicki Minaj","FTCU",FALSE,"10",8,4
2024-01-15,9,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"12",9,8
2024-01-15,10,"Troye Sivan","One Of Your Girls",TRUE,"13",10,13
2024-01-15,11,"Dom Dolla","Saving Up",TRUE,"11",11,6
2024-01-15,12,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"14",12,7
2024-01-15,13,"Flo Milli Feat. Lil Yachty","Never Lose Me",FALSE,"27",13,1
2024-01-15,14,"Chris Brown","Angel Numbers / Ten Toes",FALSE,"19",14,2
2024-01-15,15,"Drake Feat. Yeat","IDGAF",FALSE,"15",6,8
2024-01-15,16,"The Kid Laroi, Jung Kook, Central Cee","Too Much",TRUE,"18",7,6
2024-01-15,17,"The Kid Laroi","Bleed",TRUE,"21",13,8
2024-01-15,18,"Jung Kook","Standing Next to You",FALSE,"17",16,4
2024-01-15,19,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"20",2,9
2024-01-15,20,"Drake Feat. J. Cole","First Person Shooter",FALSE,"22",4,7
2024-01-08,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,8
2024-01-08,2,"Tate McRae","Greedy",FALSE,"2",2,16
2024-01-08,3,"Dua Lipa","Houdini",FALSE,"4",3,8
2024-01-08,4,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"6",4,12
2024-01-08,5,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"8",1,10
2024-01-08,6,"Fred again.. & Baby Keem","leavemealone",FALSE,"11",6,4
2024-01-08,7,"Doja Cat","Agora Hills",FALSE,"10",7,15
2024-01-08,8,"Tate McRae","Exes",FALSE,"9",5,7
2024-01-08,9,"Mitski","My Love Mine All Mine",FALSE,"13",9,13
2024-01-08,10,"Nicki Minaj","FTCU",FALSE,"12",10,3
2024-01-08,11,"Dom Dolla","Saving Up",TRUE,"17",11,5
2024-01-08,12,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"15",12,7
2024-01-08,13,"Troye Sivan","One Of Your Girls",TRUE,"18",11,12
2024-01-08,14,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"16",14,6
2024-01-08,15,"Drake Feat. Yeat","IDGAF",FALSE,"21",6,7
2024-01-08,16,"Tate McRae","run for the hills",FALSE,"20",15,4
2024-01-08,17,"Jung Kook","Standing Next to You",FALSE,"28",16,3
2024-01-08,18,"The Kid Laroi, Jung Kook, Central Cee","Too Much",TRUE,"24",7,5
2024-01-08,19,"Chris Brown","Angel Numbers / Ten Toes",FALSE,"22",19,1
2024-01-08,20,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"25",2,8
2024-01-01,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,7
2024-01-01,2,"Tate McRae","Greedy",FALSE,"2",2,15
2024-01-01,3,"Cher","DJ Play A Christmas Song",FALSE,"30",3,1
2024-01-01,4,"Dua Lipa","Houdini",FALSE,"7",4,7
2024-01-01,5,"Paul Russell","Lil Boo Thang",FALSE,"5",5,10
2024-01-01,6,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"6",6,11
2024-01-01,7,"Laufey","Winter Wonderland",FALSE,"33",7,1
2024-01-01,8,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"4",1,9
2024-01-01,9,"Tate McRae","Exes",FALSE,"8",5,6
2024-01-01,10,"Doja Cat","Agora Hills",FALSE,"9",8,14
2024-01-01,11,"Fred again.. & Baby Keem","leavemealone",FALSE,"11",11,3
2024-01-01,12,"Nicki Minaj","FTCU",FALSE,"14",12,2
2024-01-01,13,"Mitski","My Love Mine All Mine",FALSE,"10",10,12
2024-01-01,14,"Troye Sivan","Got Me Started",TRUE,"13",11,13
2024-01-01,15,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"12",12,6
2024-01-01,16,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"17",16,5
2024-01-01,17,"Dom Dolla","Saving Up",TRUE,"15",15,4
2024-01-01,18,"Troye Sivan","One Of Your Girls",TRUE,"16",11,11
2024-01-01,19,"Central Cee","Entrapreneur",FALSE,"–",19,1
2024-01-01,20,"Tate McRae","run for the hills",FALSE,"18",15,3
2023-12-25,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,6
2023-12-25,2,"Tate McRae","Greedy",FALSE,"2",2,14
2023-12-25,3,"Kenya Grace","Strangers",FALSE,"4",2,16
2023-12-25,4,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"6",1,8
2023-12-25,5,"Paul Russell","Lil Boo Thang",FALSE,"8",5,9
2023-12-25,6,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"7",6,10
2023-12-25,7,"Dua Lipa","Houdini",FALSE,"9",6,6
2023-12-25,8,"Tate McRae","Exes",FALSE,"5",5,5
2023-12-25,9,"Doja Cat","Agora Hills",FALSE,"10",8,13
2023-12-25,10,"Mitski","My Love Mine All Mine",FALSE,"11",10,11
2023-12-25,11,"Fred again.. & Baby Keem","leavemealone",FALSE,"14",11,2
2023-12-25,12,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"13",12,5
2023-12-25,13,"Troye Sivan","Got Me Started",TRUE,"16",11,12
2023-12-25,14,"Nicki Minaj","FTCU",FALSE,"–",14,1
2023-12-25,15,"Dom Dolla","Saving Up",TRUE,"19",15,3
2023-12-25,16,"Troye Sivan","One Of Your Girls",TRUE,"17",11,10
2023-12-25,17,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"18",16,4
2023-12-25,18,"Tate McRae","run for the hills",FALSE,"15",15,2
2023-12-25,19,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"21",2,7
2023-12-25,20,"The Kid Laroi","Bleed",TRUE,"20",13,7
2023-12-18,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,5
2023-12-18,2,"Tate McRae","Greedy",FALSE,"2",2,13
2023-12-18,3,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"3",3,16
2023-12-18,4,"Kenya Grace","Strangers",FALSE,"4",2,15
2023-12-18,5,"Tate McRae","Exes",FALSE,"9",5,4
2023-12-18,6,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"5",1,7
2023-12-18,7,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"7",7,9
2023-12-18,8,"Paul Russell","Lil Boo Thang",FALSE,"10",8,8
2023-12-18,9,"Dua Lipa","Houdini",FALSE,"6",6,5
2023-12-18,10,"Doja Cat","Agora Hills",FALSE,"8",8,12
2023-12-18,11,"Mitski","My Love Mine All Mine",FALSE,"11",10,10
2023-12-18,12,"Zach Bryan Feat. The War and Treaty","Hey Driver",FALSE,"20",12,3
2023-12-18,13,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"12",12,4
2023-12-18,14,"Fred again.. & Baby Keem","leavemealone",FALSE,"–",14,1
2023-12-18,15,"Tate McRae","Run For The Hills",FALSE,"–",15,1
2023-12-18,16,"Troye Sivan","Got Me Started",TRUE,"14",11,11
2023-12-18,17,"Troye Sivan","One Of Your Girls",TRUE,"15",11,9
2023-12-18,18,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"16",16,3
2023-12-18,19,"Dom Dolla","Saving Up",TRUE,"19",19,2
2023-12-18,20,"The Kid Laroi","Bleed",TRUE,"13",13,6
2023-12-11,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,4
2023-12-11,2,"Tate McRae","Greedy",FALSE,"2",2,12
2023-12-11,3,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"4",3,15
2023-12-11,4,"Kenya Grace","Strangers",FALSE,"5",2,14
2023-12-11,5,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"6",1,6
2023-12-11,6,"Dua Lipa","Houdini",FALSE,"7",6,4
2023-12-11,7,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"9",7,8
2023-12-11,8,"Doja Cat","Agora Hills",FALSE,"8",8,11
2023-12-11,9,"Tate McRae","Exes",FALSE,"10",9,3
2023-12-11,10,"Paul Russell","Lil Boo Thang",FALSE,"11",10,7
2023-12-11,11,"Mitski","My Love Mine All Mine",FALSE,"13",10,9
2023-12-11,12,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"12",12,3
2023-12-11,13,"The Kid Laroi","Bleed",TRUE,"17",13,5
2023-12-11,14,"Troye Sivan","Got Me Started",TRUE,"14",11,10
2023-12-11,15,"Troye Sivan","One Of Your Girls",TRUE,"16",11,8
2023-12-11,16,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"18",16,2
2023-12-11,17,"Beyonce","My House",FALSE,"–",17,1
2023-12-11,18,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"15",2,6
2023-12-11,19,"Dom Dolla","Saving Up",TRUE,"33",19,1
2023-12-11,20,"Zach Bryan Feat. The War and Treaty","Hey Driver",FALSE,"23",20,2
2023-12-04,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,3
2023-12-04,2,"Tate McRae","Greedy",FALSE,"2",2,11
2023-12-04,3,"Casso x Raye x D-Block Europe","Prada",FALSE,"4",3,15
2023-12-04,4,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"6",4,14
2023-12-04,5,"Kenya Grace","Strangers",FALSE,"7",2,13
2023-12-04,6,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"5",1,5
2023-12-04,7,"Dua Lipa","Houdini",FALSE,"8",6,3
2023-12-04,8,"Doja Cat","Agora Hills",FALSE,"9",8,10
2023-12-04,9,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"11",8,7
2023-12-04,10,"Tate McRae","Exes",FALSE,"10",10,2
2023-12-04,11,"Paul Russell","Lil Boo Thang",FALSE,"12",11,6
2023-12-04,12,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"14",12,2
2023-12-04,13,"Mitski","My Love Mine All Mine",FALSE,"13",10,8
2023-12-04,14,"Troye Sivan","Got Me Started",TRUE,"16",11,9
2023-12-04,15,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"15",2,5
2023-12-04,16,"Troye Sivan","One Of Your Girls",TRUE,"17",11,7
2023-12-04,17,"The Kid Laroi","Bleed",TRUE,"18",17,4
2023-12-04,18,"Jessie Murph Feat. Jelly Roll","Wild Ones",FALSE,"25",18,1
2023-12-04,19,"Drake Feat. Yeat","IDGAF",FALSE,"20",6,6
2023-12-04,20,"Drake Feat. J. Cole","First Person Shooter",FALSE,"19",4,6
2023-11-27,1,"Jack Harlow","Lovin On Me",FALSE,"1",1,2
2023-11-27,2,"Tate McRae","Greedy",FALSE,"2",2,10
2023-11-27,3,"Doja Cat","Paint The Town Red",FALSE,"3",1,16
2023-11-27,4,"Casso x Raye x D-Block Europe","Prada",FALSE,"5",3,14
2023-11-27,5,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"4",1,4
2023-11-27,6,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"8",5,13
2023-11-27,7,"Kenya Grace","Strangers",FALSE,"9",2,12
2023-11-27,8,"Dua Lipa","Houdini",FALSE,"6",6,2
2023-11-27,9,"Doja Cat","Agora Hills",FALSE,"10",9,9
2023-11-27,10,"Tate McRae","Exes",FALSE,"–",10,1
2023-11-27,11,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"11",8,6
2023-11-27,12,"Paul Russell","Lil Boo Thang",FALSE,"13",12,5
2023-11-27,13,"Mitski","My Love Mine All Mine",FALSE,"14",10,7
2023-11-27,14,"Olivia Rodrigo","Can't Catch Me Now",FALSE,"28",14,1
2023-11-27,15,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"12",2,4
2023-11-27,16,"Troye Sivan","Got Me Started",TRUE,"18",11,8
2023-11-27,17,"Troye Sivan","One Of Your Girls",TRUE,"15",11,6
2023-11-27,18,"The Kid Laroi","Bleed",TRUE,"19",17,3
2023-11-27,19,"Drake Feat. J. Cole","First Person Shooter",FALSE,"29",4,5
2023-11-27,20,"Drake Feat. Yeat","IDGAF",FALSE,"23",6,5
2023-11-20,1,"Jack Harlow","Lovin On Me",FALSE,"–",1,1
2023-11-20,2,"Tate McRae","Greedy",FALSE,"3",2,9
2023-11-20,3,"Doja Cat","Paint The Town Red",FALSE,"2",1,15
2023-11-20,4,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"1",1,3
2023-11-20,5,"Casso x Raye x D-Block Europe","Prada",FALSE,"4",3,13
2023-11-20,6,"Dua Lipa","Houdini",FALSE,"–",6,1
2023-11-20,7,"Tyla","Water",FALSE,"6",5,8
2023-11-20,8,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"8",5,12
2023-11-20,9,"Kenya Grace","Strangers",FALSE,"7",2,11
2023-11-20,10,"Doja Cat","Agora Hills",FALSE,"11",9,8
2023-11-20,11,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"10",8,5
2023-11-20,12,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"9",2,3
2023-11-20,13,"Paul Russell","Lil Boo Thang",FALSE,"13",13,4
2023-11-20,14,"Mitski","My Love Mine All Mine",FALSE,"14",10,6
2023-11-20,15,"Troye Sivan","One Of Your Girls",TRUE,"15",11,5
2023-11-20,16,"Taylor Swift","""Sl**!"" (Taylor's Version) [From The Vault]",FALSE,"–",16,1
2023-11-20,17,"The Kid Laroi, Jung Kook, Central Cee","Too Much",TRUE,"19",7,4
2023-11-20,18,"Troye Sivan","Got Me Started",TRUE,"18",11,7
2023-11-20,19,"The Kid Laroi","Bleed",TRUE,"17",17,2
2023-11-20,20,"Jung Kook","Standing Next to You",FALSE,"16",16,2
2023-11-13,1,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"1",1,2
2023-11-13,2,"Doja Cat","Paint The Town Red",FALSE,"4",1,14
2023-11-13,3,"Tate McRae","Greedy",FALSE,"5",2,8
2023-11-13,4,"Casso x Raye x D-Block Europe","Prada",FALSE,"6",3,12
2023-11-13,5,"The Beatles","Now And Then",FALSE,"–",5,1
2023-11-13,6,"Tyla","Water",FALSE,"7",5,7
2023-11-13,7,"Kenya Grace","Strangers",FALSE,"8",2,10
2023-11-13,8,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"9",5,11
2023-11-13,9,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"2",2,2
2023-11-13,10,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"10",8,4
2023-11-13,11,"Doja Cat","Agora Hills",FALSE,"11",9,7
2023-11-13,12,"Taylor Swift","Say Don't Go (Taylor's Version) [From The Vault]",FALSE,"3",3,2
2023-11-13,13,"Paul Russell","Lil Boo Thang",FALSE,"15",13,3
2023-11-13,14,"Mitski","My Love Mine All Mine",FALSE,"12",10,5
2023-11-13,15,"Troye Sivan","One Of Your Girls",TRUE,"13",11,4
2023-11-13,16,"Jung Kook","Standing Next to You",FALSE,"–",16,1
2023-11-13,17,"The Kid Laroi","Bleed",TRUE,"–",17,1
2023-11-13,18,"Troye Sivan","Got Me Started",TRUE,"21",11,6
2023-11-13,19,"The Kid Laroi, Jung Kook, Central Cee","Too Much",TRUE,"14",7,3
2023-11-13,20,"Olivia Rodrigo","Get Him Back!",FALSE,"20",4,9
2023-11-06,1,"Taylor Swift","Is It Over Now? (Taylor's Version) [From The Vault]",FALSE,"–",1,1
2023-11-06,2,"Taylor Swift","Now That We Don't Talk (Taylor's Version) [From The Vault]",FALSE,"–",2,1
2023-11-06,3,"Taylor Swift","Say Don't Go (Taylor's Version) [From The Vault]",FALSE,"–",3,1
2023-11-06,4,"Doja Cat","Paint The Town Red",FALSE,"1",1,13
2023-11-06,5,"Tate McRae","Greedy",FALSE,"2",2,7
2023-11-06,6,"Casso x Raye x D-Block Europe","Prada",FALSE,"3",3,11
2023-11-06,7,"Tyla","Water",FALSE,"5",5,6
2023-11-06,8,"Kenya Grace","Strangers",FALSE,"4",2,9
2023-11-06,9,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"6",5,10
2023-11-06,10,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"8",8,3
2023-11-06,11,"Doja Cat","Agora Hills",FALSE,"9",9,6
2023-11-06,12,"Mitski","My Love Mine All Mine",FALSE,"10",10,4
2023-11-06,13,"Troye Sivan","One Of Your Girls",TRUE,"11",11,3
2023-11-06,14,"The Kid Laroi, Jung Kook, Central Cee","Too Much",TRUE,"7",7,2
2023-11-06,15,"Paul Russell","Lil Boo Thang",FALSE,"16",15,2
2023-11-06,16,"Billie Eilish","What Was I Made For?",FALSE,"14",1,16
2023-11-06,17,"Drake Feat. Yeat","IDGAF",FALSE,"12",6,4
2023-11-06,18,"Troye Sivan","Rush",TRUE,"17",8,16
2023-11-06,19,"Drake Feat. J. Cole","First Person Shooter",FALSE,"13",4,4
2023-11-06,20,"Olivia Rodrigo","Get Him Back!",FALSE,"18",4,8
2023-10-30,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,12
2023-10-30,2,"Tate McRae","Greedy",FALSE,"2",2,6
2023-10-30,3,"Casso x Raye x D-Block Europe","Prada",FALSE,"3",3,10
2023-10-30,4,"Kenya Grace","Strangers",FALSE,"4",2,8
2023-10-30,5,"Tyla","Water",FALSE,"6",5,5
2023-10-30,6,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"5",5,9
2023-10-30,7,"The Kid Laroi, Jung Kook, Central Cee","Too Much",TRUE,"–",7,1
2023-10-30,8,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"10",8,2
2023-10-30,9,"Doja Cat","Agora Hills",FALSE,"16",9,5
2023-10-30,10,"Mitski","My Love Mine All Mine",FALSE,"11",10,3
2023-10-30,11,"Troye Sivan","One Of Your Girls",TRUE,"15",11,2
2023-10-30,12,"Drake Feat. Yeat","IDGAF",FALSE,"9",6,3
2023-10-30,13,"Drake Feat. J. Cole","First Person Shooter",FALSE,"8",4,3
2023-10-30,14,"Billie Eilish","What Was I Made For?",FALSE,"12",1,15
2023-10-30,15,"Troye Sivan","Got Me Started",TRUE,"14",11,5
2023-10-30,16,"Paul Russell","Lil Boo Thang",FALSE,"24",16,1
2023-10-30,17,"Troye Sivan","Rush",TRUE,"13",8,15
2023-10-30,18,"Olivia Rodrigo","Get Him Back!",FALSE,"17",4,7
2023-10-30,19,"Olivia Rodrigo","bad idea right?",FALSE,"18",3,11
2023-10-30,20,"Jung Kook Feat. Latto","Seven",FALSE,"20",2,14
2023-10-23,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,11
2023-10-23,2,"Tate McRae","Greedy",FALSE,"2",2,5
2023-10-23,3,"Casso x Raye x D-Block Europe","Prada",FALSE,"5",3,9
2023-10-23,4,"Kenya Grace","Strangers",FALSE,"3",2,7
2023-10-23,5,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"7",5,8
2023-10-23,6,"Tyla","Water",FALSE,"10",6,4
2023-10-23,7,"Olivia Rodrigo","Vampire",FALSE,"9",1,16
2023-10-23,8,"Drake Feat. J. Cole","First Person Shooter",FALSE,"4",4,2
2023-10-23,9,"Drake Feat. Yeat","IDGAF",FALSE,"6",6,2
2023-10-23,10,"Drake Feat. Sexyy Red & SZA","Rich Baby Daddy",FALSE,"–",10,1
2023-10-23,11,"Mitski","My Love Mine All Mine",FALSE,"13",11,2
2023-10-23,12,"Billie Eilish","What Was I Made For?",FALSE,"11",1,14
2023-10-23,13,"Troye Sivan","Rush",TRUE,"16",8,14
2023-10-23,14,"Troye Sivan","Got Me Started",TRUE,"17",11,4
2023-10-23,15,"Troye Sivan","One Of Your Girls",TRUE,"–",15,1
2023-10-23,16,"Doja Cat","Agora Hills",FALSE,"20",15,4
2023-10-23,17,"Olivia Rodrigo","Get Him Back!",FALSE,"12",4,6
2023-10-23,18,"Olivia Rodrigo","bad idea right?",FALSE,"14",3,10
2023-10-23,19,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"19",9,9
2023-10-23,20,"Jung Kook Feat. Latto","Seven",FALSE,"21",2,13
2023-10-16,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,10
2023-10-16,2,"Tate McRae","Greedy",FALSE,"2",2,4
2023-10-16,3,"Kenya Grace","Strangers",FALSE,"3",2,6
2023-10-16,4,"Drake Feat. J. Cole","First Person Shooter",FALSE,"–",4,1
2023-10-16,5,"Casso x Raye x D-Block Europe","Prada",FALSE,"4",4,8
2023-10-16,6,"Drake Feat. Yeat","IDGAF",FALSE,"–",6,1
2023-10-16,7,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"7",6,7
2023-10-16,8,"Drake","Virginia Beach",FALSE,"–",8,1
2023-10-16,9,"Olivia Rodrigo","Vampire",FALSE,"6",1,15
2023-10-16,10,"Tyla","Water",FALSE,"14",10,3
2023-10-16,11,"Billie Eilish","What Was I Made For?",FALSE,"9",1,13
2023-10-16,12,"Olivia Rodrigo","Get Him Back!",FALSE,"12",4,5
2023-10-16,13,"Mitski","My Love Mine All Mine",FALSE,"22",13,1
2023-10-16,14,"Olivia Rodrigo","bad idea right?",FALSE,"10",3,9
2023-10-16,15,"Jung Kook Feat. Jack Harlow","3D",FALSE,"5",5,2
2023-10-16,16,"Troye Sivan","Rush",TRUE,"15",8,13
2023-10-16,17,"Troye Sivan","Got Me Started",TRUE,"11",11,3
2023-10-16,18,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"13",3,16
2023-10-16,19,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"18",9,8
2023-10-16,20,"Doja Cat","Agora Hills",FALSE,"19",15,3
2023-10-09,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,9
2023-10-09,2,"Tate McRae","Greedy",FALSE,"3",2,3
2023-10-09,3,"Kenya Grace","Strangers",FALSE,"2",2,5
2023-10-09,4,"Casso x Raye x D-Block Europe","Prada",FALSE,"4",4,7
2023-10-09,5,"Jung Kook Feat. Jack Harlow","3D",FALSE,"–",5,1
2023-10-09,6,"Olivia Rodrigo","Vampire",FALSE,"5",1,14
2023-10-09,7,"Zach Bryan Feat. Kacey Musgraves","I Remember Everything",FALSE,"6",6,6
2023-10-09,8,"Gunna","F*kumean",FALSE,"10",4,14
2023-10-09,9,"Billie Eilish","What Was I Made For?",FALSE,"9",1,12
2023-10-09,10,"Olivia Rodrigo","bad idea right?",FALSE,"7",3,8
2023-10-09,11,"Troye Sivan","Got Me Started",TRUE,"13",11,2
2023-10-09,12,"Olivia Rodrigo","Get Him Back!",FALSE,"8",4,4
2023-10-09,13,"Nicki Minaj, Ice Spice & Aqua","Barbie World",FALSE,"11",3,15
2023-10-09,14,"Tyla","Water",FALSE,"18",14,2
2023-10-09,15,"Troye Sivan","Rush",TRUE,"12",8,12
2023-10-09,16,"Jung Kook Feat. Latto","Seven",FALSE,"17",2,12
2023-10-09,17,"Peggy Gou","(It Goes Like) Nanana",FALSE,"20",14,10
2023-10-09,18,"Oliver Anthony Music","Rich Men North of Richmond",FALSE,"16",9,7
2023-10-09,19,"Doja Cat","Agora Hills",FALSE,"15",15,2
2023-10-09,20,"Miley Cyrus","Used To Be Young",FALSE,"19",8,6
2023-10-02,1,"Doja Cat","Paint The Town Red",FALSE,"1",1,8
